sentence	label
brain strain 	0
no real sense 	0
is rote spookiness , with nary an original idea ( or role , or edit , or score , or anything , really ) in sight 	0
have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted . 	1
makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever 	1
director charles stone iii applies more detail to the film 's music than to the story line ; 	0
you were thinking someone made off with your wallet 	0
be one of those movies barely registering a blip on the radar screen of 2002 	0
where tom green stages his gags as assaults on america 's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval . 	0
awe and affection -- 	1
green ruins every single scene he 's in , 	0
me uncomfortably close to losing my lunch 	0
is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable 	1
, visually graceful 	1
all the pieces fall together without much surprise , but little moments give it a boost 	1
of impressive talent 	1
pitch-perfect 	1
more frustrating than a modem that disconnects every 10 seconds 	0
i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening 	0
seem like mere splashing around in the muck 	0
at once laughable and compulsively watchable 	1
is ) so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits . 	0
delicate , clever 	1
below may not mark mr. twohy 's emergence into the mainstream , 	0
terrifying message 	0
to his people 	1
takes a stand in favor of tradition and warmth 	1
numbing experience to watch 	0
must go to grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him . 	1
has the potential for touched by an angel simplicity and sappiness 	0
where janice beard falters in its recycled aspects , implausibility , and sags in pace 	0
all the heart of a porno flick ( but none of the sheer lust ) 	0
has its rewards 	1
'' has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . 	1
chouraqui no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror 	1
brilliantly 	1
a sheer unbridled delight 	1
starts off so bad 	0
tight and truthful , 	1
i 'd much rather watch teens poking their genitals into fruit pies 	0
like a feature-length sitcom replete with stereotypical familial quandaries 	0
's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable 	0
that led to their notorious rise to infamy 	1
have seen before , but beneath the exotic surface ( and exotic dancing ) it 's surprisingly old-fashioned 	1
reassures us that he will once again be an honest and loving one . 	1
traditional layers of awakening and ripening and separation and recovery 	1
uncharismatically 	0
's always disappointing 	0
the new film is a lame kiddie flick 	0
of sand to the fierce grandeur of its sweeping battle scenes 	1
's a pretty listless collection of kid-movie clichés 	0
a sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply . 	0
for the fine star performances 	1
is dark , brooding and slow , 	0
film to watch 	1
but something far more stylish and cerebral -- and , 	1
broken with her friends image in an independent film of satiric fire and emotional turmoil 	1
'' has-been 	0
crossroads comes up shorter than britney 's cutoffs . 	0
steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology . 	1
is ok for a movie to be something of a sitcom apparatus 	1
gradually accumulates more layers 	1
from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner 	1
comedy and 	1
a florid but ultimately vapid crime melodrama 	0
nothing interesting in unfaithful 	0
goes nowhere and goes there very , very slowly 	0
this was lazy but enjoyable 	1
an engaging and exciting narrative of man confronting the demons of his own fear and paranoia 	1
a very charming and funny movie 	1
do n't know what she 's doing in here 	0
cheesy screenplay 	0
a few points about modern man and his problematic quest for human connection 	1
pungent 	0
canadian filmmaker gary burns ' inventive and mordantly humorous take on the soullessness of work in the city . 	1
even very small children will be impressed by this tired retread 	1
be viewed as pure composition and form -- 	1
of small town regret , love , duty and friendship 	1
a heroic tale of persistence that is sure to win viewers ' hearts . 	1
comes off as a kingdom more mild than wild 	1
slow and ponderous , but rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption 	1
thematic content and narrative strength 	1
is even more embracing than monty , if only because it accepts nasty behavior and severe flaws as part of the human condition . 	1
was a guilty pleasure 	1
the metaphors are provocative 	1
filmmaking that is plainly dull and visually ugly when it is n't incomprehensible . 	0
than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence 	1
is n't a new idea 	0
none of which ever seem to hit 	0
it 's a treat watching shaw , a british stage icon , melting under the heat of phocion 's attentions . 	1
is a remarkably original work 	1
antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it . 	1
of the most original american productions this year 	1
wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture . 	1
be a one-trick pony 	0
humorously 	1
to keep it interested 	1
painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama 	0
is n't as compelling or as believable as it should be . 	0
its courageousness 	1
avary seems to care about 	1
that so many people put so much time and energy into this turkey 	0
feels contrived , 	0
been smoother or more confident 	1
bitchy frolic 	0
no new plot conceptions or 	0
unmistakable , easy 	1
a compelling 	1
linking a halfwit plot 	0
of rancid , well-intentioned , but shamelessly manipulative movie making 	0
family-oriented 	1
is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the american underground . 	1
clever by about nine-tenths 	1
unfortunately , kapur modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare . 	0
