model,task,precision,perturbation_mode,h,nMSE_loss,corr_loss,normalized_curve,source_path,metric_type,A_uniform,p_active,V_align,V_norm,relative_disp,locality_proxy
roberta-large,sst-5,int4,dense,0.004,0.5312928749762986,0.768773693575919,,interval_h_selection_8h_bundle/loss_mse_all.csv,loss_or_fd,,,,,,
roberta-large,sst-5,int4,dense,0.005,0.6627581136064538,0.7306335220375679,,interval_h_selection_8h_bundle/loss_mse_all.csv,loss_or_fd,,,,,,
roberta-large,sst-5,int4,dense,0.01,0.9128632092126668,0.2285708281674947,,interval_h_selection_8h_bundle/loss_mse_all.csv,loss_or_fd,,,,,,
nan,sst-2,int4,sparse_p0p1,0.0002,2.7088240230446443,0.5880757175845062,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.0039019105479921,0.247395474375311,3.4236195537789578,,
nan,sst-2,int4,sparse_p0p1,0.0003,2.672418863084061,0.5294431114105878,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.0059292875145662,0.3057945647681991,2.8138292500603046,,
nan,sst-2,int4,sparse_p0p1,0.0005,2.875275746153854,0.2461258504913718,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.0101073367628898,0.4008532025345264,2.2046765995283257,,
nan,sst-2,int4,sparse_p0p1,0.0007,1.2499666503765925,0.3538873843503424,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.0144135150684701,0.4798919170891204,1.880901256573711,,
nan,sst-2,int4,sparse_p0p1,0.001,0.9353456849423736,0.5475592254093109,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.0210393750685115,0.5809000972898815,1.5921444835512228,,
nan,sst-2,int4,sparse_p0p1,0.0015,0.473667807780183,0.7349533926395031,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.0319903255943698,0.713626276614344,1.3315161614696454,,
nan,sst-2,int4,sparse_p0p1,0.002,0.4867693546771134,0.7176103326889268,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.0417250360197543,0.8030467776292932,1.2024985591096558,,
nan,sst-2,int4,sparse_p0p1,0.003,0.267560317802002,0.8882990016226066,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.0560663161837393,0.894394067801012,1.0936552821038716,,
nan,sst-2,int4,sparse_p0p1,0.005,0.5778431921033473,0.7693614190812534,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.071421463861751,0.9541238224443372,1.0260276616258748,,
nan,sst-2,int4,sparse_p0p1,0.01,0.8714027550950487,0.4593513922954874,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d16_fixedu/summary.csv,loss_or_fd,,0.0850709592282885,0.982595641637283,0.9843913158318798,,
nan,sst-2,int4,sparse_p0p1,0.0002,7.692006923190821,-0.0384499065341704,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.0039080513814629,0.2475284869599909,3.425189135826258,,
nan,sst-2,int4,sparse_p0p1,0.0003,6.181717091999962,-0.5970574163101015,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.0059362852698396,0.3058698318222036,2.814686022642624,,
nan,sst-2,int4,sparse_p0p1,0.0005,0.875605093635304,0.9728332451351952,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.0101122931985955,0.4007950990484026,2.20492875723302,,
nan,sst-2,int4,sparse_p0p1,0.0007,5.652326972034461,0.3486491942239388,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.0144224597500788,0.479898867723384,1.881008610784085,,
nan,sst-2,int4,sparse_p0p1,0.001,12.578540380667071,0.3847509447342494,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.0210458954084791,0.5808183001552428,1.592066316009129,,
nan,sst-2,int4,sparse_p0p1,0.0015,0.1681869674263856,0.9668800094585956,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.0320003175662552,0.7136412964550926,1.331346349599302,,
nan,sst-2,int4,sparse_p0p1,0.002,0.1300363112811063,0.9517774203639914,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.0417329608325839,0.8030977114015756,1.2024079585485294,,
nan,sst-2,int4,sparse_p0p1,0.003,0.0701356558208788,0.993613424885002,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.0560887167348827,0.8944243539060811,1.093709091571308,,
nan,sst-2,int4,sparse_p0p1,0.005,0.4174074840669734,0.9652696684493028,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.07144133829531,0.9541364528738138,1.0260480101531422,,
nan,sst-2,int4,sparse_p0p1,0.01,1.0836761178907708,-0.425674691654262,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/local_tests/probe_taskgrad_sparse_p0p1_sst2_hgrid_d4/summary.csv,loss_or_fd,,0.0850757583419402,0.9825949213308592,0.9843997853461132,,
nan,sst-2,int4,sparse_p0p1,1e-05,237.1052432253697,0.3552208697541488,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.000127094071498,0.044318633693219,12.538115933802388,,
nan,sst-2,int4,sparse_p0p1,2e-05,79.44626599434852,0.3599531151520986,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0002548592665739,0.0628104128119842,8.878388057416977,,
nan,sst-2,int4,sparse_p0p1,5e-05,36.170983982526025,0.4599093850865079,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0006422838965485,0.0998882024733927,5.638827869184289,,
nan,sst-2,int4,sparse_p0p1,0.0001,21.77276447296657,0.3328840475749645,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0012968965687657,0.1422392213998075,4.006364996986169,,
nan,sst-2,int4,sparse_p0p1,0.0002,11.429093754305097,0.3454358991701208,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0026409451059078,0.203876205443408,2.8590602509606087,,
nan,sst-2,int4,sparse_p0p1,0.0005,1.9819537761011632,0.8867169444368405,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0069469231993992,0.3351448365576135,1.8557172651270557,,
nan,sst-2,int4,sparse_p0p1,0.001,1.94351626907272,0.5193382507182831,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0150488465606838,0.5021972224959815,1.3672743339223048,,
nan,sst-2,int4,sparse_p0p1,0.002,0.4337921202035129,0.8000100339680427,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0321608475839247,0.7265434297224448,1.0666115766219142,,
nan,sst-2,int4,sparse_p0p1,0.005,0.3363653099360233,0.8678442827893451,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0610362836954238,0.8901060632337613,0.8920228723092817,,
nan,sst-2,int4,sparse_p0p1,0.01,0.2787657729708596,0.8512707777228504,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0776550784973698,0.9340923622796355,0.7857924576941391,,
nan,sst-2,int4,sparse_p0p1,0.02,0.6952259757666481,0.5482593445700421,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0882495351395214,0.9614197100937598,0.6734921240186901,,
nan,sst-2,int4,sparse_p0p1,0.05,0.8349356110449306,0.4960816746208729,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0953059657383489,0.9746452567410552,0.540720769282439,,
nan,sst-2,int4,sparse_p0p1,0.1,0.8733880773693666,0.3713522555915113,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0977289524761764,0.9293089881520776,0.3758837254001631,,
nan,sst-2,int4,sparse_p0p1,0.2,0.991177452139635,0.0453779406154552,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0989470885271243,0.8732184900818496,0.2189121465581684,,
nan,sst-2,int4,sparse_p0p1,0.5,0.991818851345927,0.5703630265410826,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0996779438611799,0.8269633366158691,0.0949954358690159,,
nan,sst-2,int4,sparse_p0p1,1.0,0.9824044501767248,0.4140579133945676,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/sst-2/probe_results.csv,loss_or_fd,,0.0999219287461354,0.809615537439134,0.0487063866375185,,
nan,sst-2,int4,sparse_p0p1,1e-05,237.1052432253697,0.3552208697541488,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.000127094071498,0.044318633693219,12.538115933802388,,
nan,sst-2,int4,sparse_p0p1,2e-05,79.44626599434852,0.3599531151520986,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0002548592665739,0.0628104128119842,8.878388057416977,,
nan,sst-2,int4,sparse_p0p1,5e-05,36.170983982526025,0.4599093850865079,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0006422838965485,0.0998882024733927,5.638827869184289,,
nan,sst-2,int4,sparse_p0p1,0.0001,21.77276447296657,0.3328840475749645,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0012968965687657,0.1422392213998075,4.006364996986169,,
nan,sst-2,int4,sparse_p0p1,0.0002,11.429093754305097,0.3454358991701208,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0026409451059078,0.203876205443408,2.8590602509606087,,
nan,sst-2,int4,sparse_p0p1,0.0005,1.9819537761011632,0.8867169444368405,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0069469231993992,0.3351448365576135,1.8557172651270557,,
nan,sst-2,int4,sparse_p0p1,0.001,1.94351626907272,0.5193382507182831,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0150488465606838,0.5021972224959815,1.3672743339223048,,
nan,sst-2,int4,sparse_p0p1,0.002,0.4337921202035129,0.8000100339680427,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0321608475839247,0.7265434297224448,1.0666115766219142,,
nan,sst-2,int4,sparse_p0p1,0.005,0.3363653099360233,0.8678442827893451,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0610362836954238,0.8901060632337613,0.8920228723092817,,
nan,sst-2,int4,sparse_p0p1,0.01,0.2787657729708596,0.8512707777228504,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0776550784973698,0.9340923622796355,0.7857924576941391,,
nan,sst-2,int4,sparse_p0p1,0.02,0.6952259757666481,0.5482593445700421,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0882495351395214,0.9614197100937598,0.6734921240186901,,
nan,sst-2,int4,sparse_p0p1,0.05,0.8349356110449306,0.4960816746208729,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0953059657383489,0.9746452567410552,0.540720769282439,,
nan,sst-2,int4,sparse_p0p1,0.1,0.8733880773693666,0.3713522555915113,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0977289524761764,0.9293089881520776,0.3758837254001631,,
nan,sst-2,int4,sparse_p0p1,0.2,0.991177452139635,0.0453779406154552,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0989470885271243,0.8732184900818496,0.2189121465581684,,
nan,sst-2,int4,sparse_p0p1,0.5,0.991818851345927,0.5703630265410826,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0996779438611799,0.8269633366158691,0.0949954358690159,,
nan,sst-2,int4,sparse_p0p1,1.0,0.9824044501767248,0.4140579133945676,,outputs/int4_full_data_hstar_dense_sparse_20260522_113710/probes_sparse_p0p1_sst2_full_default_gTu_20260522_132027/summary_all_probe_results.csv,loss_or_fd,,0.0999219287461354,0.809615537439134,0.0487063866375185,,
nan,mnli,int4,sparse_p0p1,0.0001,25.61949408227173,-0.2913907333564017,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0011168292089307,0.128189515911169,6.448543320057694,,
nan,mnli,int4,sparse_p0p1,0.0002,48.16542302742703,-0.1104719017145852,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0022551868682217,0.1825544026842405,4.57942078841152,,
nan,mnli,int4,sparse_p0p1,0.0003,30.79500719774699,0.1971833521608487,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0034135832565683,0.2249902957183706,3.755251983318764,,
nan,mnli,int4,sparse_p0p1,0.0005,15.56601961305028,0.2050430346108589,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0057834062445888,0.2938068647370087,2.932159944935628,,
nan,mnli,int4,sparse_p0p1,0.0007,9.903104669908908,0.3847962334228536,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0082122088371262,0.3510111174379318,2.4953959037365303,,
nan,mnli,int4,sparse_p0p1,0.00085,10.835804576925856,0.5626092294041688,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0100668107890497,0.3892041078923304,2.275037140520064,,
nan,mnli,int4,sparse_p0p1,0.001,7.925567531921192,0.4264194982008846,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0119468708915683,0.424518954826892,2.106613176334338,,
nan,mnli,int4,sparse_p0p1,0.0012,8.887881917400502,0.3711450632644663,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0144831200946316,0.4680159840278681,1.933064419511503,,
nan,mnli,int4,sparse_p0p1,0.0015,5.499377943523933,0.3750456798788916,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.018333418447542,0.5273000271669306,1.7411971810744644,,
nan,mnli,int4,sparse_p0p1,0.0018,3.2917301308237508,0.3674416792568171,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.022197601530348,0.5806914864702283,1.600411339040703,,
nan,mnli,int4,sparse_p0p1,0.002,2.261004452361515,0.4329563114865918,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0247541979534273,0.6133212451389584,1.525754688967642,,
nan,mnli,int4,sparse_p0p1,0.0025,1.6818224797474586,0.4687207492925854,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0309515748095451,0.684917132061623,1.3856532585087071,,
nan,mnli,int4,sparse_p0p1,0.003,1.2443350356174336,0.4453488061893811,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0367004829758382,0.7427793299986356,1.291159024864144,,
nan,mnli,int4,sparse_p0p1,0.0035,0.8216227085942454,0.6273160737619036,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0418895306730533,0.7884241493316733,1.2256869859618924,,
nan,mnli,int4,sparse_p0p1,0.004,0.5941229590754579,0.7629058625298509,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0464980760767015,0.8240836269045234,1.178972873347092,,
nan,mnli,int4,sparse_p0p1,0.005,0.3536892025116122,0.8076255108888342,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0541415210968077,0.8739487797780578,1.118549442760575,,
nan,mnli,int4,sparse_p0p1,0.007,0.1742518119522982,0.8677150362674391,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0647678518723198,0.9265149870537472,1.0586438123344213,,
nan,mnli,int4,sparse_p0p1,0.01,0.6165120062162678,0.5754770993551069,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0741201743942043,0.958958638626253,1.021765416684526,,
nan,rte,int4,sparse_p0p1,0.0001,206.1233579204789,0.3298454278047744,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.001112447798187,0.1275247795493347,6.4865601627675895,,
nan,rte,int4,sparse_p0p1,0.0002,119.40711945785118,0.4292322602433408,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0022464754361542,0.1815867151675176,4.608229756406664,,
nan,rte,int4,sparse_p0p1,0.0003,68.65140528044752,0.4313120677867307,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0034008180094316,0.2238504206931588,3.778732569977375,,
nan,rte,int4,sparse_p0p1,0.0005,40.72581083686445,0.3375483429805651,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.005759405535736,0.2922917656214971,2.9494251918451417,,
nan,rte,int4,sparse_p0p1,0.0007,28.14052637747406,0.3884134709181459,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0081778643866485,0.3491872839714559,2.509742004168505,,
nan,rte,int4,sparse_p0p1,0.00085,18.88688084296985,0.2538650947873354,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0100248627414824,0.3871963985330949,2.288061003341218,,
nan,rte,int4,sparse_p0p1,0.001,13.260281424658997,0.2802667791810325,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0118969343645893,0.4223155693601443,2.118622794270528,,
nan,rte,int4,sparse_p0p1,0.0012,8.306094107566544,0.3325427027986438,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0144227826557919,0.465587099169496,1.944043362567322,,
nan,rte,int4,sparse_p0p1,0.0015,5.644009180712009,0.2369179979649646,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.018256839059332,0.5245685328298646,1.751067354244657,,
nan,rte,int4,sparse_p0p1,0.0018,5.74894583078826,0.0851103977764068,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0221017979691036,0.577652081317538,1.609400944074661,,
nan,rte,int4,sparse_p0p1,0.002,3.735541043353197,0.0943298644225592,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.024645805971366,0.610127313126983,1.5343091535244282,,
nan,rte,int4,sparse_p0p1,0.0025,2.74358439585629,0.2784391709530108,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0308053278960319,0.6813743159268861,1.3930724816534237,,
nan,rte,int4,sparse_p0p1,0.003,1.4508579669794035,0.4444526171931828,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0365226103199757,0.7391662369980272,1.2975598647572857,,
nan,rte,int4,sparse_p0p1,0.0035,1.809215873587736,0.4459790312003124,,outputs/int4_sparsep0p1_nmse_audit_20260522/p0p1_default_nmse_audit_table.csv,loss_or_fd,,0.0416854001784247,0.7849370446587047,1.2310993435758086,,
